"-------------------------------------------------------------------------------------------"
" Atmospheric CO2 concentrations (ppm) derived from in situ air measurements                "
" at Mauna Loa, Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m      "
"                                                                                           "
" These data are preliminary                                                                "
"                                                                                           "
" Mauna Loa carbon dioxide data from the most recent month is preliminary and subject to    "
" subsequence updates to account for retrospective calibration and quality control.         "
" See scrippsco2.ucsd.edu for data that has passed these routine quality checks and updates."
" The datasets are archived once a month on the scrippsco2.ucsd.edu website and on the      "
" archive database site of the UCSD library library.ucsd.edu/dc/collection/bb3381541w.      "
"                                                                                           "
" Source: R. F. Keeling, S. J. Walker, S. C. Piper and A. F. Bollenbacher                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu), Stephen Walker"
" (sjwalker@ucsd.edu) and Stephen Piper (scpiper@ucsd.edu), Scripps CO2 Program.            "
"                                                                                           "
" Baseline data in this file through 01-Nov-2022 from archive dated 02-Nov-2022             "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 6 columns.                                                   "
" The date columns are decimal years of each measurement.                                   "
" The monthly values have been adjusted to 24:00 hours on the 15th of each month.           "
" The weekly values have been adjusted to 12:00 hours at middle day of each weekly period   "
" The daily values are daily baseline averages.                                             "
" The daily averages have been screened to eliminate local influences such as the impacts   "
" of downslope vegetation or volcanic fumaroles on the record.	                            "
"                                                                                           "
" Missing values are denoted by NaN.                                                        "
"                                                                                           "
" Columns 2, 4, & 6 below give the monthly Mauna Loa CO2 concentrations in micro-mol CO2    "
" per mole (ppm), reported on the 2012 SIO manometric mole fraction scale.                  "
" Columns 1 & 2 (date_hr & co2_hr) are the date and CO2 value of hourly measurements        "
" Columns 3 & 4 (date_dy & co2_dy) are the date and value of daily measurements             "
" Columns 5 & 6 (date_wk & co2_wk) are the date and value of weekly measurements            "
"                                                                                           "
" CO2 concentrations are measured on the '12' calibration scale                             "
"                                                                                           "
date_hr,co2_hr,date_dy,co2_dy,date_wk,co2_wk
2022.723314,414.48,2022.724658,414.33,2022.728767,414.82
2022.723352,414.42,2022.727397,414.43,2022.747945,415.12
2022.72339,414.41,2022.732877,415.35,2022.767123,414.85
2022.723428,414.41,2022.735616,414.75,2022.786301,415.31
2022.723465,414.4,2022.738356,414.93,2022.805479,415.6
2022.723505,414.37,2022.741096,415.17,2022.824658,416.07
2022.723543,414.37,2022.743836,415.37,2022.843836,416.3
2022.723581,414.36,2022.746575,415.34,2022.863014,416.8
2022.723619,414.31,2022.749315,415.53,NaN,NaN
2022.723657,414.29,2022.752055,415.19,NaN,NaN
2022.72379,414.24,2022.754795,414.66,NaN,NaN
2022.723828,414.27,2022.757534,414.58,NaN,NaN
2022.723849,414.27,2022.760274,414.57,NaN,NaN
2022.723904,414.29,2022.763014,414.63,NaN,NaN
2022.723942,414.31,2022.765753,415,NaN,NaN
2022.723963,414.35,2022.768493,414.95,NaN,NaN
2022.724018,414.39,2022.771233,414.94,NaN,NaN
2022.724056,414.39,2022.773973,414.85,NaN,NaN
2022.724077,414.36,2022.776712,415,NaN,NaN
2022.724132,414.36,2022.779452,415,NaN,NaN
2022.72417,414.33,2022.782192,415.13,NaN,NaN
2022.724191,414.33,2022.784932,415.25,NaN,NaN
2022.724247,414.29,2022.787671,415.55,NaN,NaN
2022.724287,414.34,2022.790411,415.56,NaN,NaN
2022.724307,414.33,2022.793151,415.28,NaN,NaN
2022.724365,414.27,2022.79589,415.37,NaN,NaN
2022.724403,414.23,2022.79863,415.42,NaN,NaN
2022.72441,414.22,2022.80137,415.62,NaN,NaN
2022.724479,414.3,2022.80411,415.68,NaN,NaN
2022.724517,414.26,2022.806849,415.65,NaN,NaN
2022.724524,414.21,2022.809589,415.67,NaN,NaN
2022.724593,414.04,2022.812329,415.82,NaN,NaN
2022.724631,413.73,2022.815068,415.33,NaN,NaN
2022.724637,413.76,2022.817808,415.96,NaN,NaN
2022.724707,413.26,2022.820548,416.68,NaN,NaN
2022.724745,412.92,2022.823288,415.98,NaN,NaN
2022.724753,412.78,2022.826027,415.84,NaN,NaN
2022.724791,412.52,2022.828767,416.31,NaN,NaN
2022.724821,412.28,2022.831507,415.84,NaN,NaN
2022.724859,412.08,2022.834247,415.89,NaN,NaN
2022.724956,411.19,2022.836986,416.06,NaN,NaN
2022.724992,411.24,2022.839726,416.23,NaN,NaN
2022.72503,411.7,2022.842466,416.28,NaN,NaN
2022.725068,411.58,2022.845205,416.43,NaN,NaN
2022.725105,411.67,2022.847945,416.39,NaN,NaN
2022.725145,411.96,2022.850685,416.32,NaN,NaN
2022.725183,412.12,2022.853425,416.38,NaN,NaN
2022.725219,412.82,2022.856164,416.23,NaN,NaN
2022.725259,412.97,2022.858904,416.54,NaN,NaN
2022.725295,413.63,2022.864384,416.97,NaN,NaN
2022.725333,413.33,2022.867123,416.83,NaN,NaN
2022.725373,412.67,2022.869863,417.52,NaN,NaN
2022.725506,413.18,2022.872603,416.73,NaN,NaN
2022.725544,413.94,2022.875342,416.78,NaN,NaN
2022.725552,414.02,NaN,NaN,NaN,NaN
2022.72562,414.28,NaN,NaN,NaN,NaN
2022.725658,414.27,NaN,NaN,NaN,NaN
